 mc2(MeV) freq(MHz) Z I(mA) npart
    938.272029 0.1761000E+03   1. 0.00000E+00         10
 Sizes, positions are in mm, angles in mrad
 Phases in deg, energies in MeV
 Emittances and halo in mm.mrad or deg.MeV
 Phase advance per meter in deg/mm
 Current is in mA
 Powlost is in W
 H&V dispersion in mm
 ## z(m) gama-1 x0 y0 p0 x'0 y'0 W0 SizeX  SizeY SizeP sxx' syy' spW ex ey ep hx hy hp npart kx ky kz ex99  ey99 ep99 phiS Ws SCCurrent Aper e4D EmitR kr Powlost Xmax Ymax  ezdp SizeZ szdp Hdisp Vdisp Hdisp/dz Vdisp/dz E6D Sxy Sx'y'
   26     7.7357376 0.1927840E-01 0.8030246E-03 -.2602120E-02 0.1409873E+00 0.1008737E-02 0.6243581E-03 0.3236983E-03 0.1648856E+01 0.1827785E+01 0.2100614E+01 0.7306231E+00 -.1127763E+01 0.0000000E+00 0.2397066E+00 0.2382346E+00 0.5453476E-01 -.2946714E-01 0.4103580E+00 -.4549585E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581025E+00 0.1062431E+01 0.1010966E+01 0.7256021E-07 -.1076426E-08 0.0000000E+00 0.3000000E+02 0.5708772E-01 0.4820331E+00 0.1000000E-04 0.0000000E+00 0.3053610E+01 0.3635215E+01 0.2748549E+00 0.1922852E+01 -.2830240E+00 -.5027542E+02 -.1022310E+02 -.1407120E+02 0.2773282E+01 0.1567504E-01 0.4945459E-01 0.3961655E-02
   26     7.7479482 0.1927788E-01 0.8153374E-03 -.2594489E-02 0.1408916E+00 0.1008218E-02 0.6253308E-03 0.3272156E-03 0.1654284E+01 0.1820260E+01 0.2098739E+01 0.7380789E+00 -.1119773E+01 0.0000000E+00 0.2397066E+00 0.2382330E+00 0.5453575E-01 -.2946014E-01 0.4103670E+00 -.4550248E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581295E+00 0.1062439E+01 0.1010852E+01 0.7295429E-07 -.1075140E-08 0.0000000E+00 0.3000000E+02 0.5708738E-01 0.4832718E+00 0.1000000E-04 0.0000000E+00 0.3067072E+01 0.3622136E+01 0.2748599E+00 0.1921111E+01 -.2785779E+00 -.5041448E+02 -.1020918E+02 -.1400116E+02 0.2707763E+01 0.1567522E-01 0.4961701E-01 0.3924119E-02
   26     7.7601588 0.1927780E-01 0.8276488E-03 -.2586852E-02 0.1407950E+00 0.1008323E-02 0.6254081E-03 0.3285121E-03 0.1659755E+01 0.1812765E+01 0.2096896E+01 0.7468558E+00 -.1110097E+01 0.0000000E+00 0.2397067E+00 0.2382323E+00 0.5453598E-01 -.2945732E-01 0.4103714E+00 -.4550669E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581428E+00 0.1062443E+01 0.1010805E+01 0.7334837E-07 -.1074536E-08 0.0000000E+00 0.3000000E+02 0.5708727E-01 0.4844695E+00 0.1000000E-04 0.0000000E+00 0.3080524E+01 0.3609044E+01 0.2748610E+00 0.1919420E+01 -.2730727E+00 -.5056280E+02 -.1018152E+02 -.1397227E+02 0.2675177E+01 0.1567525E-01 0.4978013E-01 0.3909163E-02
   26     7.7723694 0.1927782E-01 0.8399618E-03 -.2579216E-02 0.1406981E+00 0.1008452E-02 0.6253393E-03 0.3289311E-03 0.1665274E+01 0.1805306E+01 0.2095091E+01 0.7559123E+00 -.1100061E+01 0.0000000E+00 0.2397068E+00 0.2382320E+00 0.5453603E-01 -.2945645E-01 0.4103729E+00 -.4551034E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581476E+00 0.1062444E+01 0.1010788E+01 0.7374246E-07 -.1074309E-08 0.0000000E+00 0.3000000E+02 0.5708724E-01 0.4856273E+00 0.1000000E-04 0.0000000E+00 0.3093976E+01 0.3595951E+01 0.2748613E+00 0.1917768E+01 -.2669877E+00 -.5072273E+02 -.1014987E+02 -.1396277E+02 0.2662693E+01 0.1567525E-01 0.4994434E-01 0.3904518E-02
   26     7.7845800 0.1927785E-01 0.8522760E-03 -.2571580E-02 0.1406011E+00 0.1008497E-02 0.6253055E-03 0.3291067E-03 0.1670840E+01 0.1797884E+01 0.2093325E+01 0.7649624E+00 -.1090025E+01 0.0000000E+00 0.2397069E+00 0.2382320E+00 0.5453608E-01 -.2945632E-01 0.4103733E+00 -.4551392E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581486E+00 0.1062444E+01 0.1010779E+01 0.7413654E-07 -.1074223E-08 0.0000000E+00 0.3000000E+02 0.5708724E-01 0.4867467E+00 0.1000000E-04 0.0000000E+00 0.3107429E+01 0.3582857E+01 0.2748615E+00 0.1916154E+01 -.2606809E+00 -.5088825E+02 -.1011728E+02 -.1396020E+02 0.2658809E+01 0.1567526E-01 0.5010972E-01 0.3903676E-02
   26     7.7845800 0.1927785E-01 0.8522760E-03 -.2571580E-02 0.1406011E+00 0.1008497E-02 0.6253055E-03 0.3291067E-03 0.1670840E+01 0.1797884E+01 0.2093325E+01 0.7649624E+00 -.1090025E+01 0.0000000E+00 0.2397069E+00 0.2382320E+00 0.5453608E-01 -.2945632E-01 0.4103733E+00 -.4551392E-01         10 0.2779597E-01 0.1852630E-01 0.1996601E-01 0.8581486E+00 0.1062444E+01 0.1010779E+01 0.7413654E-07 -.1074223E-08 0.0000000E+00 0.3000000E+02 0.5708724E-01 0.4867467E+00 0.2255009E+00 0.0000000E+00 0.3107429E+01 0.3582857E+01 0.2748615E+00 0.1916154E+01 -.2606809E+00 -.5088825E+02 -.1011728E+02 -.1396020E+02 0.2658809E+01 0.1567526E-01 0.5010972E-01 0.3903676E-02
   27     8.0494200 0.1927785E-01 0.1119366E-02 -.2405974E-02 0.1384974E+00 0.1008497E-02 0.6253055E-03 0.3291067E-03 0.1802410E+01 0.1646949E+01 0.2065445E+01 0.9605050E+00 -.8732204E+00 0.0000000E+00 0.2397069E+00 0.2382320E+00 0.5453801E-01 -.2945632E-01 0.4103733E+00 -.4559399E-01         10 0.2314764E-01 0.2338774E-01 0.2125843E-01 0.8581486E+00 0.1062444E+01 0.1010773E+01 0.8268750E-07 -.1074223E-08 0.0000000E+00 0.3000000E+02 0.5708724E-01 0.5025256E+00 0.2446362E+00 0.0000000E+00 0.3399216E+01 0.3298880E+01 0.2748713E+00 0.1890633E+01 -.1211063E+00 -.5458547E+02 -.9413117E+01 -.1396020E+02 0.2658809E+01 0.1567577E-01 0.5398320E-01 0.3903676E-02
   28     8.0616306 0.1927788E-01 0.1131680E-02 -.2398339E-02 0.1384004E+00 0.1008416E-02 0.6253610E-03 0.3292421E-03 0.1808935E+01 0.1640500E+01 0.2064647E+01 0.9694499E+00 -.8632798E+00 0.0000000E+00 0.2397068E+00 0.2382320E+00 0.5453805E-01 -.2945630E-01 0.4103729E+00 -.4559750E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581482E+00 0.1062444E+01 0.1010765E+01 0.8308158E-07 -.1074159E-08 0.0000000E+00 0.3000000E+02 0.5708723E-01 0.5028925E+00 0.1000000E-04 0.0000000E+00 0.3412669E+01 0.3285787E+01 0.2748715E+00 0.1889904E+01 -.1147567E+00 -.5475058E+02 -.9381257E+01 -.1395806E+02 0.2657666E+01 0.1567577E-01 0.5417499E-01 0.3903724E-02
   28     8.0738412 0.1927798E-01 0.1143992E-02 -.2390702E-02 0.1383033E+00 0.1008099E-02 0.6255801E-03 0.3291969E-03 0.1815497E+01 0.1634098E+01 0.2063892E+01 0.9781369E+00 -.8535439E+00 0.0000000E+00 0.2397067E+00 0.2382319E+00 0.5453801E-01 -.2945588E-01 0.4103728E+00 -.4560074E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581476E+00 0.1062444E+01 0.1010760E+01 0.8347567E-07 -.1074131E-08 0.0000000E+00 0.3000000E+02 0.5708719E-01 0.5032299E+00 0.1000000E-04 0.0000000E+00 0.3426119E+01 0.3272692E+01 0.2748713E+00 0.1889217E+01 -.1083525E+00 -.5491212E+02 -.9348384E+01 -.1394910E+02 0.2658027E+01 0.1567575E-01 0.5436787E-01 0.3902364E-02
   28     8.0860518 0.1927823E-01 0.1156298E-02 -.2383060E-02 0.1382064E+00 0.1007414E-02 0.6260579E-03 0.3284066E-03 0.1822091E+01 0.1627743E+01 0.2063181E+01 0.9862609E+00 -.8442554E+00 0.0000000E+00 0.2397068E+00 0.2382318E+00 0.5453779E-01 -.2945408E-01 0.4103771E+00 -.4560325E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581504E+00 0.1062447E+01 0.1010775E+01 0.8386975E-07 -.1074390E-08 0.0000000E+00 0.3000000E+02 0.5708721E-01 0.5035401E+00 0.1000000E-04 0.0000000E+00 0.3439563E+01 0.3259589E+01 0.2748702E+00 0.1888578E+01 -.1015708E+00 -.5507069E+02 -.9310160E+01 -.1391642E+02 0.2661804E+01 0.1567569E-01 0.5456167E-01 0.3893903E-02
   28     8.0982624 0.1927872E-01 0.1168594E-02 -.2375412E-02 0.1381101E+00 0.1006598E-02 0.6266473E-03 0.3249535E-03 0.1828713E+01 0.1621430E+01 0.2062520E+01 0.9934797E+00 -.8357020E+00 0.0000000E+00 0.2397086E+00 0.2382315E+00 0.5453724E-01 -.2944863E-01 0.4104010E+00 -.4560445E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581689E+00 0.1062461E+01 0.1010880E+01 0.8426546E-07 -.1075900E-08 0.0000000E+00 0.3000000E+02 0.5708761E-01 0.5038312E+00 0.1000000E-04 0.0000000E+00 0.3452990E+01 0.3246471E+01 0.2748674E+00 0.1887997E+01 -.9316614E-01 -.5524947E+02 -.9251122E+01 -.1382178E+02 0.2676650E+01 0.1567564E-01 0.5475589E-01 0.3862145E-02
   28     8.1104729 0.1927927E-01 0.1180888E-02 -.2367762E-02 0.1380162E+00 0.1008078E-02 0.6257472E-03 0.3146049E-03 0.1835358E+01 0.1615155E+01 0.2061930E+01 0.1000681E+01 -.8272943E+00 0.0000000E+00 0.2397164E+00 0.2382311E+00 0.5453664E-01 -.2943629E-01 0.4104860E+00 -.4560497E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8582378E+00 0.1062516E+01 0.1011252E+01 0.8466117E-07 -.1081471E-08 0.0000000E+00 0.3000000E+02 0.5708955E-01 0.5041267E+00 0.1000000E-04 0.0000000E+00 0.3466396E+01 0.3233324E+01 0.2748644E+00 0.1887484E+01 -.7955879E-01 -.5555583E+02 -.9127947E+01 -.1360794E+02 0.2723129E+01 0.1567597E-01 0.5494956E-01 0.3771801E-02
   28     8.1226835 0.1927813E-01 0.1193259E-02 -.2360161E-02 0.1379281E+00 0.1021814E-02 0.6167920E-03 0.2917046E-03 0.1842042E+01 0.1608932E+01 0.2061472E+01 0.1014666E+01 -.8141781E+00 0.0000000E+00 0.2397413E+00 0.2382319E+00 0.5453814E-01 -.2941752E-01 0.4107198E+00 -.4561279E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8584343E+00 0.1062670E+01 0.1012232E+01 0.8506014E-07 -.1097337E-08 0.0000000E+00 0.3000000E+02 0.5709613E-01 0.5044799E+00 0.1000000E-04 0.0000000E+00 0.3479820E+01 0.3220171E+01 0.2748719E+00 0.1887010E+01 -.5290503E-01 -.5633244E+02 -.8846322E+01 -.1327892E+02 0.2840746E+01 0.1567810E-01 0.5514177E-01 0.3571608E-02
   28     8.1348941 0.1926855E-01 0.1205996E-02 -.2352800E-02 0.1378504E+00 0.1073693E-02 0.5828830E-03 0.2588021E-03 0.1848874E+01 0.1602850E+01 0.2061271E+01 0.1058642E+01 -.7796887E+00 0.0000000E+00 0.2397995E+00 0.2382378E+00 0.5455017E-01 -.2941412E-01 0.4111809E+00 -.4566117E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8588507E+00 0.1062985E+01 0.1014171E+01 0.8546888E-07 -.1131859E-08 0.0000000E+00 0.3000000E+02 0.5711231E-01 0.5049533E+00 0.1000000E-04 0.0000000E+00 0.3493485E+01 0.3207183E+01 0.2749326E+00 0.1886370E+01 -.2868732E-02 -.5838048E+02 -.8284593E+01 -.1330396E+02 0.3099290E+01 0.1568566E-01 0.5533520E-01 0.3290431E-02
   28     8.1471047 0.1923491E-01 0.1219756E-02 -.2346104E-02 0.1377804E+00 0.1189546E-02 0.5080143E-03 0.2642036E-03 0.1856171E+01 0.1597175E+01 0.2061477E+01 0.1166627E+01 -.6997172E+00 0.0000000E+00 0.2398804E+00 0.2382526E+00 0.5459266E-01 -.2949200E-01 0.4116534E+00 -.4583314E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8593587E+00 0.1063338E+01 0.1016217E+01 0.8589391E-07 -.1177540E-08 0.0000000E+00 0.3000000E+02 0.5713598E-01 0.5054541E+00 0.1000000E-04 0.0000000E+00 0.3508004E+01 0.3194882E+01 0.2751467E+00 0.1884957E+01 0.6086074E-01 -.6278980E+02 -.7612289E+01 -.1542026E+02 0.3498822E+01 0.1570365E-01 0.5554524E-01 0.3310461E-02
   28     8.1593153 0.1916447E-01 0.1235093E-02 -.2340412E-02 0.1376815E+00 0.1315012E-02 0.4299677E-03 0.4447109E-03 0.1864292E+01 0.1592210E+01 0.2061976E+01 0.1304216E+01 -.6003056E+00 0.0000000E+00 0.2399100E+00 0.2382656E+00 0.5468404E-01 -.2967866E-01 0.4115909E+00 -.4620926E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8594598E+00 0.1063352E+01 0.1013858E+01 0.8633196E-07 -.1176293E-08 0.0000000E+00 0.3000000E+02 0.5714612E-01 0.5056413E+00 0.1000000E-04 0.0000000E+00 0.3524037E+01 0.3183882E+01 0.2756073E+00 0.1882055E+01 0.6532973E-01 -.6949265E+02 -.7921215E+01 -.2118587E+02 0.3205011E+01 0.1573172E-01 0.5579808E-01 0.4100539E-02
   28     8.1715259 0.1907667E-01 0.1251551E-02 -.2335382E-02 0.1374701E+00 0.1368183E-02 0.4022177E-03 0.8767996E-03 0.1873111E+01 0.1587845E+01 0.2062013E+01 0.1382952E+01 -.5454509E+00 0.0000000E+00 0.2398774E+00 0.2382673E+00 0.5480130E-01 -.2984896E-01 0.4111568E+00 -.4669590E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8591969E+00 0.1063083E+01 0.1002820E+01 0.8675373E-07 -.1052520E-08 0.0000000E+00 0.3000000E+02 0.5713810E-01 0.5055486E+00 0.1000000E-04 0.0000000E+00 0.3541305E+01 0.3173983E+01 0.2761983E+00 0.1877894E+01 -.8471983E-01 -.7440328E+02 -.1041190E+02 -.2717671E+02 0.1193971E-01 0.1576195E-01 0.5609672E-01 0.4956813E-02
   28     8.1837365 0.1901025E-01 0.1268298E-02 -.2330453E-02 0.1370702E+00 0.1370681E-02 0.4077152E-03 0.1445563E-02 0.1882195E+01 0.1583713E+01 0.2060445E+01 0.1404760E+01 -.5318619E+00 0.0000000E+00 0.2398451E+00 0.2382659E+00 0.5489143E-01 -.2995554E-01 0.4109073E+00 -.4707806E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8590038E+00 0.1062890E+01 0.9851270E+00 0.8711035E-07 -.8030661E-09 0.0000000E+00 0.3000000E+02 0.5712974E-01 0.5054965E+00 0.1000000E-04 0.0000000E+00 0.3558982E+01 0.3164451E+01 0.2766525E+00 0.1873288E+01 -.3921487E+00 -.6888439E+02 -.1399620E+02 -.2766404E+02 -.6243406E+01 0.1578436E-01 0.5641765E-01 0.5188493E-02
   28     8.1959471 0.1899004E-01 0.1284999E-02 -.2325417E-02 0.1364628E+00 0.1365672E-02 0.4162520E-03 0.1986433E-02 0.1891304E+01 0.1579618E+01 0.2056429E+01 0.1409651E+01 -.5291487E+00 0.0000000E+00 0.2398373E+00 0.2382680E+00 0.5491917E-01 -.3004031E-01 0.4109404E+00 -.4721626E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8589786E+00 0.1062864E+01 0.9656578E+00 0.8736114E-07 -.4904521E-09 0.0000000E+00 0.3000000E+02 0.5712854E-01 0.5055658E+00 0.1000000E-04 0.0000000E+00 0.3576634E+01 0.3154882E+01 0.2767923E+00 0.1868670E+01 -.7751522E+00 -.5188470E+02 -.1591677E+02 -.2203218E+02 -.1176488E+02 0.1579156E-01 0.5674220E-01 0.4979294E-02
   28     8.2081576 0.1902032E-01 0.1301698E-02 -.2320330E-02 0.1356863E+00 0.1372496E-02 0.4144624E-03 0.2370892E-02 0.1900410E+01 0.1575547E+01 0.2049788E+01 0.1420177E+01 -.5209169E+00 0.0000000E+00 0.2398532E+00 0.2382751E+00 0.5487936E-01 -.3012080E-01 0.4111595E+00 -.4707844E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8590807E+00 0.1062965E+01 0.9534918E+00 0.8749792E-07 -.1944969E-09 0.0000000E+00 0.3000000E+02 0.5713449E-01 0.5057188E+00 0.1000000E-04 0.0000000E+00 0.3594227E+01 0.3145243E+01 0.2765917E+00 0.1864079E+01 -.1130753E+01 -.3423908E+02 -.1584006E+02 -.1528638E+02 -.1430985E+02 0.1578230E-01 0.5706454E-01 0.4632072E-02
   28     8.2203682 0.1908874E-01 0.1318626E-02 -.2315375E-02 0.1348174E+00 0.1406521E-02 0.3927352E-03 0.2525055E-02 0.1909601E+01 0.1571586E+01 0.2041029E+01 0.1453594E+01 -.4960443E+00 0.0000000E+00 0.2398935E+00 0.2382885E+00 0.5479044E-01 -.3020435E-01 0.4114995E+00 -.4671150E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8592927E+00 0.1063170E+01 0.9549888E+00 0.8754026E-07 0.1559997E-10 0.0000000E+00 0.3000000E+02 0.5714791E-01 0.5059317E+00 0.1000000E-04 0.0000000E+00 0.3611940E+01 0.3135699E+01 0.2761435E+00 0.1859355E+01 -.1372914E+01 -.2224176E+02 -.1527599E+02 -.1053771E+02 -.1512904E+02 0.1576158E-01 0.5738690E-01 0.4363719E-02
   28     8.2325788 0.1916876E-01 0.1336254E-02 -.2310875E-02 0.1339426E+00 0.1490026E-02 0.3383362E-03 0.2459081E-02 0.1919108E+01 0.1567930E+01 0.2031120E+01 0.1538496E+01 -.4367935E+00 0.0000000E+00 0.2399484E+00 0.2383073E+00 0.5468766E-01 -.3032587E-01 0.4117922E+00 -.4624225E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8595471E+00 0.1063389E+01 0.9500452E+00 0.8753049E-07 0.1018634E-09 0.0000000E+00 0.3000000E+02 0.5716597E-01 0.5061278E+00 0.1000000E-04 0.0000000E+00 0.3630216E+01 0.3126642E+01 0.2756255E+00 0.1854094E+01 -.1459006E+01 -.1576290E+02 -.1510284E+02 -.8010571E+01 -.1560411E+02 0.1573816E-01 0.5772154E-01 0.4565056E-02
   28     8.2447894 0.1922637E-01 0.1355187E-02 -.2307219E-02 0.1331197E+00 0.1612200E-02 0.2601225E-03 0.2297506E-02 0.1929313E+01 0.1564892E+01 0.2021072E+01 0.1684375E+01 -.3384163E+00 0.0000000E+00 0.2399606E+00 0.2383172E+00 0.5461275E-01 -.3051690E-01 0.4115426E+00 -.4586952E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8595653E+00 0.1063305E+01 0.9434394E+00 0.8751095E-07 0.8761702E-10 0.0000000E+00 0.3000000E+02 0.5717095E-01 0.5060287E+00 0.1000000E-04 0.0000000E+00 0.3649760E+01 0.3118706E+01 0.2752479E+00 0.1847614E+01 -.1423088E+01 -.1342761E+02 -.1536581E+02 -.7245804E+01 -.1599066E+02 0.1571896E-01 0.5809608E-01 0.5885164E-02
   28     8.2570000 0.1924385E-01 0.1375476E-02 -.2304421E-02 0.1323475E+00 0.1700028E-02 0.2054253E-03 0.2216090E-02 0.1940421E+01 0.1562643E+01 0.2011357E+01 0.1830166E+01 -.2420015E+00 0.0000000E+00 0.2398783E+00 0.2383007E+00 0.5458711E-01 -.3068504E-01 0.4104448E+00 -.4573229E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8591871E+00 0.1062683E+01 0.9413448E+00 0.8750281E-07 0.6189182E-10 0.0000000E+00 0.3000000E+02 0.5714589E-01 0.5054332E+00 0.1000000E-04 0.0000000E+00 0.3670908E+01 0.3112249E+01 0.2751187E+00 0.1839545E+01 -.1375632E+01 -.1332781E+02 -.1566959E+02 -.7552486E+01 -.1590642E+02 0.1570549E-01 0.5853703E-01 0.8246205E-02
   28     8.2692106 0.1923530E-01 0.1396381E-02 -.2301993E-02 0.1315743E+00 0.1709853E-02 0.2012723E-03 0.2314989E-02 0.1952228E+01 0.1561016E+01 0.2001642E+01 0.1922480E+01 -.1816118E+00 0.0000000E+00 0.2397226E+00 0.2382608E+00 0.5459421E-01 -.3069957E-01 0.4087038E+00 -.4577027E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8586414E+00 0.1061624E+01 0.9434282E+00 0.8749304E-07 0.1152216E-09 0.0000000E+00 0.3000000E+02 0.5709650E-01 0.5044600E+00 0.1000000E-04 0.0000000E+00 0.3693224E+01 0.3106967E+01 0.2751545E+00 0.1830264E+01 -.1423369E+01 -.1253245E+02 -.1563996E+02 -.7425115E+01 -.1536245E+02 0.1569424E-01 0.5904714E-01 0.1083150E-01
   28     8.2814212 0.1923358E-01 0.1416918E-02 -.2299312E-02 0.1307368E+00 0.1645681E-02 0.2427009E-03 0.2566979E-02 0.1964309E+01 0.1559673E+01 0.1991068E+01 0.1940941E+01 -.1689227E+00 0.0000000E+00 0.2395603E+00 0.2382152E+00 0.5459672E-01 -.3053858E-01 0.4069515E+00 -.4579269E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8582376E+00 0.1060517E+01 0.9502085E+00 0.8744419E-07 0.2811511E-09 0.0000000E+00 0.3000000E+02 0.5704385E-01 0.5034514E+00 0.1000000E-04 0.0000000E+00 0.3715879E+01 0.3102191E+01 0.2751672E+00 0.1820516E+01 -.1601449E+01 -.9024418E+01 -.1511185E+02 -.5322530E+01 -.1464341E+02 0.1568033E-01 0.5960838E-01 0.1255128E-01
   28     8.2936318 0.1926862E-01 0.1436516E-02 -.2296043E-02 0.1298092E+00 0.1566683E-02 0.2907790E-03 0.2815628E-02 0.1976268E+01 0.1558297E+01 0.1978909E+01 0.1915657E+01 -.1839946E+00 0.0000000E+00 0.2394640E+00 0.2381863E+00 0.5456127E-01 -.3037870E-01 0.4059885E+00 -.4560697E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8580665E+00 0.1059877E+01 0.9556356E+00 0.8732205E-07 0.5035332E-09 0.0000000E+00 0.3000000E+02 0.5701220E-01 0.5028036E+00 0.1000000E-04 0.0000000E+00 0.3738158E+01 0.3097277E+01 0.2749885E+00 0.1810999E+01 -.1838630E+01 -.3972316E+01 -.1431843E+02 -.2128290E+01 -.1397556E+02 0.1566167E-01 0.6018951E-01 0.1290655E-01
   28     8.3058424 0.1934605E-01 0.1455286E-02 -.2292289E-02 0.1288266E+00 0.1512319E-02 0.3208581E-03 0.2905317E-02 0.1987985E+01 0.1556793E+01 0.1965158E+01 0.1889975E+01 -.1986860E+00 0.0000000E+00 0.2394271E+00 0.2381749E+00 0.5448304E-01 -.3030677E-01 0.4057042E+00 -.4515086E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8580029E+00 0.1059665E+01 0.9553926E+00 0.8712338E-07 0.6848282E-09 0.0000000E+00 0.3000000E+02 0.5700019E-01 0.5024643E+00 0.1000000E-04 0.0000000E+00 0.3759888E+01 0.3092012E+01 0.2745942E+00 0.1801924E+01 -.2020164E+01 0.7212042E+00 -.1375821E+02 0.6424793E+00 -.1347559E+02 0.1563683E-01 0.6076932E-01 0.1261714E-01
   28     8.3180529 0.1945103E-01 0.1473549E-02 -.2288278E-02 0.1278617E+00 0.1482679E-02 0.3334971E-03 0.2768402E-02 0.1999512E+01 0.1555203E+01 0.1950528E+01 0.1876724E+01 -.2049955E+00 0.0000000E+00 0.2394229E+00 0.2381734E+00 0.5438028E-01 -.3028296E-01 0.4057353E+00 -.4449019E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8579803E+00 0.1059670E+01 0.9483341E+00 0.8687912E-07 0.7530261E-09 0.0000000E+00 0.3000000E+02 0.5699889E-01 0.5022614E+00 0.1000000E-04 0.0000000E+00 0.3781199E+01 0.3086470E+01 0.2740763E+00 0.1793216E+01 -.2068143E+01 0.4600997E+01 -.1375171E+02 0.2742699E+01 -.1327279E+02 0.1560812E-01 0.6134209E-01 0.1222944E-01
   28     8.3302635 0.1955920E-01 0.1491585E-02 -.2284204E-02 0.1269926E+00 0.1475391E-02 0.3313215E-03 0.2412019E-02 0.2010944E+01 0.1553603E+01 0.1936094E+01 0.1881789E+01 -.2001086E+00 0.0000000E+00 0.2394347E+00 0.2381764E+00 0.5427852E-01 -.3027119E-01 0.4058548E+00 -.4376805E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8579847E+00 0.1059755E+01 0.9356158E+00 0.8663811E-07 0.6786216E-09 0.0000000E+00 0.3000000E+02 0.5700265E-01 0.5020886E+00 0.1000000E-04 0.0000000E+00 0.3802286E+01 0.3080799E+01 0.2735634E+00 0.1784747E+01 -.1957653E+01 0.7837743E+01 -.1440652E+02 0.4398512E+01 -.1340678E+02 0.1558083E-01 0.6190964E-01 0.1202292E-01
   28     8.3424741 0.1964346E-01 0.1509662E-02 -.2280235E-02 0.1262777E+00 0.1487261E-02 0.3179564E-03 0.1922818E-02 0.2022422E+01 0.1552101E+01 0.1922920E+01 0.1914620E+01 -.1791188E+00 0.0000000E+00 0.2394369E+00 0.2381747E+00 0.5420182E-01 -.3022123E-01 0.4057344E+00 -.4317319E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8580220E+00 0.1059720E+01 0.9305202E+00 0.8644758E-07 0.4787957E-09 0.0000000E+00 0.3000000E+02 0.5700245E-01 0.5017922E+00 0.1000000E-04 0.0000000E+00 0.3823417E+01 0.3075215E+01 0.2731769E+00 0.1776307E+01 -.1715789E+01 0.1028545E+02 -.1564784E+02 0.5716096E+01 -.1367038E+02 0.1555919E-01 0.6248109E-01 0.1237215E-01
   28     8.3546847 0.1968324E-01 0.1527863E-02 -.2276402E-02 0.1257318E+00 0.1486616E-02 0.3147881E-03 0.1460243E-02 0.2034102E+01 0.1550815E+01 0.1911677E+01 0.1964511E+01 -.1482933E+00 0.0000000E+00 0.2393776E+00 0.2381463E+00 0.5416601E-01 -.2998537E-01 0.4047863E+00 -.4287440E-01         10 0.1000000E-04 0.1000000E-04 0.1000000E-04 0.8581392E+00 0.1059186E+01 0.9450688E+00 0.8634010E-07 0.2258105E-09 0.0000000E+00 0.3000000E+02 0.5697964E-01 0.5010847E+00 0.1000000E-04 0.0000000E+00 0.3844852E+01 0.3069964E+01 0.2729964E+00 0.1767657E+01 -.1425309E+01 0.1104562E+02 -.1704605E+02 0.6281041E+01 -.1339029E+02 0.1554251E-01 0.6307494E-01 0.1363967E-01
